"","facebook_S_alphas","facebook_S_gammas","facebook_S_scales","facebook_S_shapes","newsletter_alphas","newsletter_gammas","newsletter_scales","newsletter_shapes","ooh_S_alphas","ooh_S_gammas","ooh_S_scales","ooh_S_shapes","print_S_alphas","print_S_gammas","print_S_scales","print_S_shapes","search_S_alphas","search_S_gammas","search_S_scales","search_S_shapes","tv_S_alphas","tv_S_gammas","tv_S_scales","tv_S_shapes","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"52",2.924215,0.7826808,0.0573269,0.73294,1.5733125,0.805792,0.0260977,0.904718,0.55656225,0.35727827,0.0240804,1.493472,2.7599625,0.883471,0.000715805,1.555972,1.9556125,0.8812457,0.0745668,1.224134,2.048835,0.6446072,0.00492822,0.84862,0.6435896,0.92989649423704,0.78024365996568,0.960625023857959,0.0607544638050119,0.570734404291618,0.287260062378577,0.570734404291618,0.0768618258031142,0,109554.622963072,0.00157323,65481090.2533626,1e-04,1,0.170403003692627,347.946035146713,"1_283_2",1,283,2,1976,FALSE,TRUE,5,0.0178155844380221,3,FALSE
"53",2.60151,0.7526816,0.04726,1.066262,1.761935,0.9986896,0.00540004,1.213682,0.554318,0.33936163,0.0180332,1.513496,2.7709325,0.9188791,0.00306993,1.267606,0.9899275,0.8162318,0.0808171,1.215584,2.0954525,0.6356234,0.00622931,0.897926,0.6524723,0.919214746455599,0.787257080506114,0.956901180127801,0.0650672316902691,0.564523768984152,0.284764945474401,0.564523768984152,0.08591026049106,0,152574.016133587,0.00223027,65481090.2533626,1e-04,1,0.191703081130981,348.399125099182,"1_283_4",1,283,4,1978,FALSE,TRUE,4,0.019165550618148,5,FALSE
"54",2.749495,0.7418043,0.0405399,1.036906,1.639175,0.9318186,0.00412032,1.306326,0.5326005,0.34931472,0.0251555,1.512104,2.8144775,0.8914139,0.023315,1.671502,1.2485525,0.8125365,0.0808298,1.215158,2.0300675,0.6556616,0.00678895,0.92538,0.6492335,0.920207772828667,0.787594612549974,0.960344916826138,0.0646660862825785,0.564075762300016,0.273151298860079,0.564075762300016,0.0569877595873786,0,134002.162254346,0.00194662,65481090.2533626,1e-04,1,0.163447856903076,349.426653146744,"1_284_3",1,284,3,1984,FALSE,TRUE,1,0.0135244627280814,5,FALSE
"55",2.7211725,0.7831239,0.03994,0.94962,1.4770175,0.5211888,0.0133809,1.363306,0.53465825,0.36944546,0.026078,1.499296,2.72826,0.8540535,0.00518625,1.463352,2.5533775,0.9137754,0.0724769,1.234958,2.043895,0.643336,0.00713267,0.892288,0.6501245,0.916098893135065,0.765579973499836,0.948896843975669,0.0663101681005892,0.592586877896755,0.310082815314394,0.592586877896755,0.0393988266794691,0,167136.209051909,0.00245268,65481090.2533626,1e-04,1,0.185111045837402,350.376893281937,"1_285_1",1,285,1,1989,FALSE,TRUE,3,0.014999490775184,3,FALSE
"56",2.9837825,0.73449,0.0579183,0.914376,1.51244,0.8222035,0.0243246,0.830492,0.568972,0.31070573,0.0200769,1.493048,2.7281075,0.8566442,0.0106023,1.377806,2.614905,0.5904811,0.0629833,1.279526,1.9800325,0.6606638,0.00584965,1.031242,0.6511658,0.925924862390097,0.780127236753933,0.953500856628908,0.0623063796729451,0.573905507124058,0.295785114042429,0.573905507124058,0.0402801058814587,0,103324.065532617,0.00147807,65481090.2533626,1e-04,1,0.169965982437134,350.557754278183,"1_285_2",1,285,2,1990,FALSE,TRUE,1,0.0134992905803424,4,FALSE
"57",2.849085,0.7524702,0.0667684,0.456668,1.6734675,0.9833204,0.0132946,1.406856,0.54698225,0.31834091,0.0216145,1.50034,2.70906,0.7968145,0.0224974,1.612418,2.0818875,0.9122844,0.0772178,1.22606,2.069825,0.6416091,0.00491265,0.928946,0.6416432,0.927373773647229,0.78372692563061,0.943951032291346,0.0618379470845993,0.575252959740107,0.324542877218019,0.575252959740107,0.0389478483184881,0,90225.8833766421,0.00127802,65481090.2533626,1e-04,1,0.166543960571289,350.73451423645,"1_285_3",1,285,3,1991,FALSE,TRUE,2,0.0166178033826224,4,FALSE
"58",2.877025,0.7580632,0.0483794,1.011636,1.7214025,0.7379487,0.00440895,1.40966,0.55466425,0.4130794,0.0254182,1.506828,2.78997,0.8451593,0.0156324,1.572266,0.56769675,0.9730703,0.0891008,1.09654,2.1229075,0.6380034,0.00691871,0.84239,0.653981,0.911212151153729,0.775278480527256,0.94741557356046,0.0681481312021823,0.57561532850849,0.297228035324572,0.57561532850849,0.0586081670666062,0,192645.090671343,0.00284228,65481090.2533626,1e-04,1,0.152275085449219,351.088014125824,"1_285_5",1,285,5,1993,FALSE,TRUE,4,0.0158832730339634,5,FALSE
"59",2.7705375,0.7508539,0.0454108,0.915948,1.65366,0.9287337,0.00536942,1.484912,0.53627925,0.33959564,0.0231618,1.519708,2.807375,0.8797736,0.0237557,1.587626,1.4492925,0.8358983,0.0796712,1.213472,2.0384825,0.6532242,0.00649163,0.919894,0.6479222,0.921311838405708,0.787318594544911,0.961771189968766,0.0642171434667268,0.564442147824409,0.268194104744866,0.564442147824409,0.0640875965149059,0,127658.333865981,0.00184973,65481090.2533626,1e-04,1,0.153527975082397,351.250701189041,"1_285_6",1,285,6,1994,FALSE,TRUE,2,0.0142963327184943,5,FALSE
"60",2.7831075,0.7064851,0.0229637,0.909014,1.82488,0.9772059,0.00564003,1.427328,0.52223245,0.4337098,0.0322038,1.51068,2.8317375,0.9082272,0.00210932,1.542968,0.8958525,0.9627908,0.0857041,1.154692,2.11357,0.6345314,0.00717073,0.87692,0.6478235,0.92203219462268,0.792445895284624,0.958323675237579,0.0639225275055189,0.55759688422611,0.280026120830364,0.55759688422611,0.106138717007488,0,149473.141817631,0.00218291,65481090.2533626,1e-04,1,0.15002703666687,351.616363286972,"1_286_1",1,286,1,1996,FALSE,TRUE,3,0.0224998788777142,NA,NA
"61",2.79432,0.6842251,0.0597918,1.128744,1.6929275,0.9562829,0.00673206,1.152998,0.5459045,0.36393373,0.0227407,1.509126,2.752,0.813793,0.0288126,1.666218,2.14011,0.9743513,0.0677503,1.275376,1.9646575,0.6663184,0.00617721,1.026674,0.6512834,0.926079059659302,0.785850978672018,0.958358409281185,0.0622414963738412,0.566386276624047,0.279909406281352,0.566386276624047,0.0925483804282572,0,97791.4667214203,0.00139357,65481090.2533626,1e-04,1,0.160664081573486,352.271403074265,"1_286_5",1,286,5,2000,FALSE,TRUE,5,0.0200227992182988,1,FALSE
"62",2.8342525,0.7537379,0.0675686,0.812506,1.3694,0.7400795,0.0345114,0.71003,0.57943875,0.32232153,0.0209672,1.472494,2.6950575,0.8667844,0.00520092,1.633158,1.5062,0.9990935,0.0819334,1.157378,1.96599,0.6598399,0.00480336,1.14439,0.6475499,0.929870539873194,0.788075912143571,0.96298217524526,0.0606242713121632,0.563436316643404,0.263912089360842,0.563436316643404,0.0814648238213122,0,77977.560777701,0.00109095,65481090.2533626,1e-04,1,0.198596000671387,352.485696077347,"1_286_6",1,286,6,2001,FALSE,TRUE,3,0.017085803586913,3,FALSE
"63",1.6292675,0.6648771,0.0372831,1.593496,1.61388,0.4976541,0.0448083,1.469516,0.503262275,0.7663022,0.0223099,1.25136,2.80692,0.5617713,0.0434588,1.51949,1.8318975,0.31513148,0.0474456,1.494108,2.4188025,0.6199994,0.0454709,1.442534,0.5780405,0.906034262908336,0.856340221944934,0.800500020004999,0.0638206761526219,0.543692182044833,0.733833671949708,0.543692182044833,0.145398102944204,0,145386.875642403,0.0021205,65481090.2533626,1e-04,1,0.155879020690918,302.773108005524,"2_236_5",2,236,5,1650,TRUE,TRUE,5,0.0728147128651991,7,FALSE
"64",1.4072275,0.6716412,0.0369521,1.390334,1.6764325,0.7239522,0.0163028,1.242724,0.5857365,0.35829201,0.0276618,1.055368,2.9974475,0.5273747,0.0210217,1.457858,1.7248725,0.4934709,0.0540742,1.582876,2.29868,0.582625,0.0109373,0.912596,0.5397662,0.926971474260395,0.869370988697448,0.874237502852915,0.0567849495809872,0.459490843377617,0.608201483257242,0.459490843377617,0.275083057998159,0,50323.3403103658,0.000668584,65481090.2533626,1e-04,1,0.174772024154663,339.906960010529,"2_268_6",2,268,6,1875,TRUE,TRUE,3,0.0749422906678757,8,TRUE
"65",2.143275,0.5982084,0.0471147,1.337828,1.81791,0.9432146,0.0138063,1.099452,0.71067025,0.6504508,0.0375901,1.2254,2.7128775,0.3768005,0.0481085,1.579652,1.9409825,0.8247137,0.0580074,1.464468,2.8098875,0.5865989,0.00708802,1.098324,0.797612,0.883806394646255,0.861395191331263,0.645927191793925,0.0755372231224893,0.459452884150559,0.614604679618799,0.459452884150559,0.156289868748887,0,338663.140834537,0.00507243,65481090.2533626,1e-04,1,0.144177198410034,341.214681148529,"2_269_7",2,269,7,1883,TRUE,TRUE,2,0.0602904722828446,2,FALSE
"66",1.4072275,0.6716412,0.0369521,1.390334,1.6764325,0.7239522,0.0163028,1.242724,0.5857365,0.35829201,0.0276618,1.055368,2.9974475,0.5273747,0.0114066,1.457858,1.7248725,0.4934709,0.0540742,1.582876,2.29868,0.582625,0.0109373,0.912596,0.5397662,0.926971474260395,0.869370988697448,0.874237502852915,0.0567849495809872,0.459490843377617,0.608201483257242,0.459490843377617,0.275083057998159,0,50323.3403103658,0.000668584,65481090.2533626,1e-04,1,0.143833160400391,344.746011018753,"2_273_1",2,273,1,1905,TRUE,TRUE,3,0.0749422906678757,NA,NA
"67",1.4072275,0.6716412,0.0369521,1.390334,1.6764325,0.7239522,0.0163028,1.242724,0.7061865,0.5134552,0.0316743,1.032898,2.9974475,0.5273747,0.0210217,1.457858,1.7248725,0.4934709,0.0540742,1.582876,2.29868,0.582625,0.0109373,0.912596,0.5397662,0.926941109613795,0.869712352830333,0.874355232679123,0.0567967537062472,0.458890072156487,0.607916739307732,0.458890072156487,0.377054917070635,0,50323.3403103658,0.000668584,65481090.2533626,1e-04,1,0.147899866104126,349.559359073639,"2_277_3",2,277,3,1935,TRUE,TRUE,3,0.0912100831080942,8,FALSE
"68",1.4072275,0.6716412,0.0369521,1.390334,1.864295,0.8964133,0.0154025,1.242724,0.7061865,0.5134552,0.0316743,1.032898,2.9974475,0.5273747,0.0210217,1.457858,1.7248725,0.4934709,0.0540742,1.582876,2.29868,0.582625,0.0109373,0.912596,0.5397662,0.926950781864194,0.87098086055196,0.874189424694819,0.0567929939269505,0.456650683282171,0.608317727819749,0.456650683282171,0.375034946005351,0,50323.3403103658,0.000668584,65481090.2533626,1e-04,1,0.144906044006348,354.402579069138,"2_281_5",2,281,5,1965,TRUE,TRUE,2,0.0908981985102164,8,FALSE
"69",2.143275,0.5982084,0.0471147,1.337828,1.81791,0.9432146,0.0138063,1.099452,0.71067025,0.6504508,0.0493219,1.454828,2.98512,0.4812293,0.0441901,1.666552,1.8520075,0.8531085,0.0781515,1.761974,2.8863925,0.5865989,0.00708802,1.098324,0.797612,0.882528257157601,0.865355500554096,0.657530667983637,0.075951544121218,0.452841417655391,0.604450050612542,0.452841417655391,0.135304935818703,0,338663.140834537,0.00507243,65481090.2533626,1e-04,1,0.146944999694824,355.688977003098,"2_282_6",2,282,6,1973,TRUE,TRUE,1,0.0570947732681044,2,FALSE
"70",2.178375,0.8997131,0.0368986,1.481746,2.3912525,0.7331159,0.0160679,0.307726,0.52450705,0.6881381,0.0351258,0.988596,2.5987075,0.4449133,0.00703365,1.01498,2.3797225,0.8941215,0.0792253,0.570856,1.9816725,0.8475715,0.0268728,1.426282,0.5778107,0.928612164430487,0.889749676594582,0.856701328013456,0.0556273979852626,0.476294348765801,0.621938282567653,0.476294348765801,0.213822880078927,0,8969.48854291814,3.6982e-05,65481090.2533626,1e-04,1,0.159454107284546,204.284563064575,"3_177_4",3,177,4,1236,TRUE,TRUE,4,0.0677218766469314,6,FALSE
"71",2.0755475,0.599957,0.0519153,1.546048,2.2557975,0.7348379,0.0215084,0.339894,0.5270675,0.6767169,0.0346884,0.732214,2.64749,0.40612,0.00227987,1.051632,2.0877425,0.9060173,0.0890922,1.145346,1.485605,0.8543475,0.00977203,1.473884,0.6312848,0.584863215497957,0.453553215807941,0.682522345740224,0.145151560830852,0.959843132180178,0.853922922435509,0.959843132180178,0.0337599045233486,0,2440793.37413858,0.0371785,65481090.2533626,1e-04,1,0.165297985076904,232.11061501503,"3_201_7",3,201,7,1407,FALSE,TRUE,5,0.0824708254524125,4,FALSE
"72",2.405485,0.6842566,0.0596644,1.65952,2.5033775,0.8191004,0.0222576,0.223974,0.520894425,0.7198446,0.0352397,1.18367,2.38255,0.4501605,0.000480516,1.070666,2.305815,0.8561675,0.0933387,1.155434,1.43117,0.8547675,0.00793736,1.43781,0.6457133,0.648614874260138,0.461233541381288,0.772565285696107,0.136019135643424,0.893642102065068,0.690388383653289,0.893642102065068,0.0381427264115372,0,1979551.41454858,0.0301339,65481090.2533626,1e-04,1,0.15708589553833,293.416396141052,"3_252_2",3,252,2,1759,FALSE,TRUE,5,0.0619065019245781,1,FALSE
"73",2.37522,0.686981,0.0585276,1.692496,2.544135,0.9392288,0.0269491,0.1828216,0.52908975,0.70775,0.0349143,1.103666,2.4528025,0.422206,0.00103994,1.069334,2.305815,0.8561675,0.0933387,1.155434,1.43117,0.8547675,0.00793736,1.43781,0.6457133,0.648331899790416,0.459101981739887,0.780442257945914,0.136073893505927,0.895408146565052,0.678327581881915,0.895408146565052,0.0356884364098189,0,1979551.41454858,0.0301339,65481090.2533626,1e-04,1,0.156883955001831,298.296494960785,"3_256_4",3,256,4,1789,FALSE,TRUE,5,0.0603355300030949,1,FALSE
"74",2.3975475,0.8442318,0.0509094,1.196044,2.2634375,0.5721796,0.0243356,0.23456,0.52543375,0.6972542,0.0357459,1.45994,2.1997025,0.4797131,0.032191,0.906824,2.6821325,0.870409,0.0687633,0.39634,1.962405,0.8473881,0.0818008,1.536818,0.582593,0.919738751339634,0.866248143154153,0.864218335215521,0.0589833716818418,0.505703415881127,0.616755574101063,0.505703415881127,0.128209078707614,0,68142.6298022001,0.00094074,65481090.2533626,1e-04,1,0.147744178771973,306.598040103912,"3_263_5",3,263,5,1839,TRUE,TRUE,3,0.05784723201979,6,FALSE
"75",1.3677825,0.4145648,0.065369,1.187568,2.202755,0.3730275,0.0327545,0.73047,0.5132821,0.7197914,0.0354889,1.582066,2.5982475,0.8567555,0.00873528,1.425004,2.22788,0.9212416,0.0971337,1.081806,2.0165,0.8099955,0.0179917,1.259518,0.6418976,0.740477314857775,0.517861208859646,0.789718174605681,0.116895013877186,0.85890211510989,0.628621371866001,0.85890211510989,0.0231994962457671,0,1332937.93123953,0.0202581,65481090.2533626,1e-04,1,0.157372951507568,326.323030948639,"3_280_7",3,280,7,1960,FALSE,TRUE,3,0.0538505676008475,1,FALSE
"76",2.855525,0.8934131,0.0795791,1.150498,1.0510675,0.8311222,0.035034,1.37853,0.60851375,0.36431264,0.0476951,1.671568,2.61118,0.9288772,0.0104177,1.69951,2.9104975,0.6855222,0.0607899,1.684552,1.58819,0.6295054,0.023243,1.8047,0.6276941,0.00722423330911537,-0.0362422089989491,-0.141354641545997,0.219987876744353,1.39830848563906,1.61803966969417,1.39830848563906,0.0297025653124433,0,30155414.1066019,0.460467,65481090.2533626,1e-04,1,0.144605159759521,206.453572034836,"4_177_7",4,177,7,1239,FALSE,TRUE,5,0.179139074427112,6,FALSE
"77",2.9758125,0.4314278,0.0792689,1.867806,2.90893,0.5337832,0.0741808,0.216474,0.549855,0.4492652,0.0443787,1.490986,1.9692,0.8644891,0.00664513,1.904648,2.75329,0.6864196,0.0982918,0.598526,2.209635,0.9950342,0.02059,0.39912,0.6130718,0.789449339626028,0.661179702495568,0.880696703052724,0.0978990796499127,0.836412240447967,0.542890847701921,0.836412240447967,0.0386970677474747,0,804545.281226304,0.0121879,65481090.2533626,1e-04,1,0.171762943267822,305.058126211166,"4_262_5",4,262,5,1832,TRUE,TRUE,5,0.0433871741633482,1,TRUE
"78",2.758085,0.4188894,0.0604679,1.746296,0.7974825,0.377084,0.0851131,0.708828,0.52841275,0.4397347,0.0414007,1.120398,1.6822075,0.9267268,0.00532974,1.715584,2.92137,0.9524819,0.0712589,0.86157,1.6727075,0.5601865,0.00905546,1.76968,0.51955541,0.450649139257594,0.073441337566076,0.430144391163238,0.157817394582817,1.29264156266483,1.35398422733211,1.29264156266483,0.0298655664583282,0,3298477.13895832,0.050278,65481090.2533626,1e-04,1,0.156464815139771,306.67215013504,"4_263_6",4,263,6,1840,FALSE,TRUE,5,0.145705250982775,4,FALSE
"79",1.728035,0.8190598,0.0282085,1.72397,0.8002975,0.8166189,0.0198651,0.876194,0.53385625,0.9070239,0.0244802,0.779488,2.6820725,0.6199952,0.0179174,0.284982,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,0.929584,0.5815688,0.931116750300975,0.893982826244636,0.869442406408842,0.0546428638058779,0.450229646107292,0.604774661418961,0.450229646107292,0.180293267714226,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.160897016525269,219.611927986145,"5_175_1",5,175,1,1219,TRUE,TRUE,1,0.061886542844202,7,FALSE
"80",1.728035,0.8190598,0.0282085,1.72397,0.8002975,0.8166189,0.0198651,0.876194,0.53385625,0.9070239,0.0244802,0.779488,2.6820725,0.6199952,0.0179174,0.284982,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,1.735186,0.5815688,0.92741379031193,0.881195726251737,0.86878421673266,0.056092358120865,0.476608747660328,0.606297192588523,0.476608747660328,0.156007403271753,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.159621953964233,241.77397608757,"5_192_2",5,192,2,1339,TRUE,TRUE,4,0.0593562545436865,6,FALSE
"81",1.728035,0.8190598,0.0282085,1.72397,0.8002975,0.8166189,0.0198651,0.876194,0.53385625,0.9070239,0.0244802,0.779488,2.6820725,0.6199952,0.0179174,0.284982,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,1.735186,0.5815688,0.92741379031193,0.881195726251737,0.86878421673266,0.056092358120865,0.476608747660328,0.606297192588523,0.476608747660328,0.156007403271753,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.323812961578369,252.676007032394,"5_200_6",5,200,6,1399,TRUE,TRUE,4,0.0593562545436865,NA,NA
"82",1.728035,0.8190598,0.0282085,1.72397,0.8002975,0.8166189,0.0198651,0.876194,0.53385625,0.8838098,0.0185202,0.947246,2.2458025,0.6334107,0.00983949,0.49503,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,1.735186,0.5815688,0.927423937953732,0.880676778179586,0.869121874361282,0.0560884370933327,0.477648548988656,0.605516597682206,0.477648548988656,0.154949495627979,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.150213956832886,258.8167719841,"5_205_1",5,205,1,1429,TRUE,TRUE,3,0.0591608087456907,6,FALSE
"83",1.728035,0.8190598,0.0282085,1.72397,0.8002975,0.8166189,0.0198651,1.293382,0.57404925,0.8584775,0.0306101,0.808668,2.5398175,0.652086,0.0244708,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,1.735186,0.5815688,0.927309335958143,0.881366077717981,0.86797946747677,0.0561327031443612,0.47626692441645,0.608153567584097,0.47626692441645,0.144023730653441,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.163990020751953,275.864376068115,"5_217_7",5,217,7,1519,TRUE,TRUE,2,0.0583450732260532,6,FALSE
"84",1.5925975,0.9106555,0.0106403,1.72397,0.8002975,0.8166189,0.0198651,1.293382,0.57404925,0.8584775,0.0306101,0.808668,2.5398175,0.652086,0.0244708,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,1.735186,0.5815688,0.927310099079911,0.881364201979182,0.867980566730283,0.0561324084971692,0.476270689565576,0.608151035719075,0.476270689565576,0.144008836143813,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.162792921066284,287.128967046738,"5_226_4",5,226,4,1579,TRUE,TRUE,2,0.0583433322708138,6,FALSE
"85",2.0754875,0.6614324,0.0309228,1.703162,0.55653725,0.6316971,0.00228711,1.731326,0.65510375,0.784596,0.0361745,0.732484,2.5596425,0.648894,0.0270669,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,1.735186,0.5815688,0.927408853831498,0.882276192521091,0.870395209542141,0.0560942654674651,0.474436536847527,0.602563811948997,0.474436536847527,0.14479071549111,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.161744832992554,292.185466051102,"5_230_6",5,230,6,1609,TRUE,TRUE,2,0.0578014980619381,6,FALSE
"86",2.017965,0.554527,0.0647188,1.800112,0.874665,0.3816851,0.00241308,1.860122,0.60071775,0.6908142,0.0382907,1.327488,1.7908775,0.5931355,0.0645154,1.978518,2.3796725,0.4323245,0.0848136,0.815458,2.3531675,0.7219698,0.0169183,1.624568,0.5831132,0.896165415887473,0.839490392110991,0.84032438087622,0.0670884336854318,0.553983071825665,0.668823960210738,0.553983071825665,0.134641112426718,0,210520.95016759,0.0031153,65481090.2533626,1e-04,1,0.161550045013428,296.772081136703,"5_234_5",5,234,5,1636,TRUE,TRUE,5,0.0643873157480335,7,FALSE
"87",2.017965,0.554527,0.0647188,1.800112,0.874665,0.3816851,0.00241308,1.860122,0.60071775,0.6908142,0.0382907,1.327488,1.7908775,0.5931355,0.0645154,1.978518,2.3796725,0.4323245,0.0848136,0.815458,2.3531675,0.7219698,0.0169183,1.624568,0.5831132,0.896165415887473,0.839490392110991,0.84032438087622,0.0670884336854318,0.553983071825665,0.668823960210738,0.553983071825665,0.134641112426718,0,210520.95016759,0.0031153,65481090.2533626,1e-04,1,0.149872064590454,306.882045030594,"5_243_2",5,243,2,1696,TRUE,TRUE,5,0.0643873157480335,NA,NA
"88",1.728035,0.8190598,0.0282085,1.72397,0.73167525,0.7547851,0.00483969,1.665298,0.53728375,0.8665296,0.0313955,0.93674,2.54596,0.652086,0.0244708,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,1.735186,0.5815688,0.927182955799169,0.881376957674232,0.867534981638106,0.0561814781781343,0.476245084617122,0.609176470996718,0.476245084617122,0.155055484920344,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.1651771068573,307.392279148102,"5_243_5",5,243,5,1699,TRUE,TRUE,3,0.059570463057542,6,FALSE
"89",1.728035,0.8190598,0.0340387,1.779024,0.71935525,0.7246319,0.0181962,1.293382,0.57404925,0.8584775,0.0306101,0.808668,2.5398175,0.652086,0.0244708,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.5277625,0.7650219,0.0260286,1.735186,0.5815688,0.927299136150239,0.881322542795925,0.868030455190902,0.0561366412202729,0.476354303899395,0.608036118600306,0.476354303899395,0.143256273050766,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.170023202896118,312.727540016174,"5_247_7",5,247,7,1729,TRUE,TRUE,2,0.0582569549423218,6,FALSE
"90",1.728035,0.8190598,0.0340387,1.779024,0.71935525,0.7246319,0.0181962,1.293382,0.57404925,0.8584775,0.0306101,0.808668,2.5398175,0.652086,0.0244708,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.466285,0.7449025,0.0260286,1.735186,0.5815688,0.927250483294797,0.881124963432631,0.867679005698432,0.056155421953774,0.476750666620756,0.608845213994416,0.476750666620756,0.143097510516121,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.187288045883179,318.051727056503,"5_252_2",5,252,2,1759,TRUE,TRUE,2,0.0583314659105355,6,FALSE
"91",1.6916725,0.7771102,0.0304542,1.747102,1.1102575,0.9546141,0.0277332,1.107212,0.5009801375,0.9011173,0.02888,0.795678,1.937745,0.6002069,0.0586847,1.655292,2.20739,0.4631252,0.0818413,0.88363,2.4128875,0.7524758,0.0244988,1.863628,0.5820209,0.907001001031221,0.849587704841414,0.838682089731843,0.0634915274959452,0.5362751170414,0.672254646082062,0.5362751170414,0.134109880646311,0,142092.851427122,0.00207019,65481090.2533626,1e-04,1,0.156991004943848,318.219286203384,"5_252_3",5,252,3,1760,TRUE,TRUE,4,0.0647410214162448,3,FALSE
"92",2.1834675,0.6304791,0.0595305,1.718026,0.776655,0.4586242,0.00575418,1.897608,0.63688525,0.6627442,0.0412516,1.63853,2.732085,0.6894961,0.0685701,1.643648,2.83528,0.5192498,0.0609441,1.64931,2.885635,0.7527943,0.0719619,0.617152,0.6350237,0.349969282387101,0.247138098723411,0.280704262354532,0.184017645794721,1.09426122863727,1.22700851750414,1.09426122863727,0.0317755721996166,0,5941285.01061814,0.0906419,65481090.2533626,1e-04,1,0.161493062973022,321.932002067566,"5_255_3",5,255,3,1781,FALSE,TRUE,5,0.129645374196135,6,FALSE
"93",2.1834675,0.6304791,0.0595305,1.718026,0.776655,0.4586242,0.00575418,1.897608,0.5720415,0.7218494,0.0368001,1.699476,2.716225,0.6920504,0.0664933,1.643648,2.83528,0.5192498,0.0609441,1.64931,2.885635,0.7527943,0.0719619,0.617152,0.6350237,0.351550415208607,0.248108862824804,0.280053361374343,0.18379370754268,1.09355551344004,1.22756356072678,1.09355551344004,0.024610996009592,0,5941285.01061814,0.0906419,65481090.2533626,1e-04,1,0.170577049255371,327.010554075241,"5_259_5",5,259,5,1811,FALSE,TRUE,4,0.129665196313844,6,FALSE
"94",1.728035,0.8190598,0.0340387,1.779024,0.71935525,0.8630905,0.0154226,1.160356,0.57404925,0.8584775,0.0306101,0.808668,2.5398175,0.652086,0.0244708,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.466285,0.7449025,0.0260286,1.735186,0.5815688,0.927242344155653,0.881328894214299,0.868103817140452,0.0561585631705866,0.476341556887321,0.607867091283925,0.476341556887321,0.143419743251452,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.170774936676025,328.400016069412,"5_260_6",5,260,6,1819,TRUE,TRUE,2,0.0582541325681946,6,FALSE
"95",1.5422675,0.9312026,0.0522764,1.834044,0.9171625,0.6082058,0.025499,1.45199,0.5174624,0.7732602,0.0344002,1.29544,1.9791025,0.5927939,0.0634575,1.59104,2.47994,0.4852312,0.0752496,0.785244,2.4595025,0.7440352,0.0255381,1.674796,0.5852408,0.917238356758321,0.877294902664493,0.851266702623182,0.0599489585326883,0.501975875640193,0.634106663176186,0.501975875640193,0.137994008350127,0,79095.8659575263,0.00110803,65481090.2533626,1e-04,1,0.178108930587769,328.938688993454,"5_261_2",5,261,2,1822,TRUE,TRUE,3,0.0606943425982071,7,TRUE
"96",1.644875,0.8769624,0.0550487,1.670854,0.765645,0.61304,0.00111009,1.813672,0.66206075,0.638303,0.0453697,1.166054,2.0263775,0.6016195,0.064468,1.655194,2.29361,0.6407327,0.0747558,1.404148,2.6167525,0.6688391,0.0605816,1.707578,0.5876852,0.918513184858518,0.87357887845242,0.85318151380163,0.0594854514876733,0.509520149450871,0.630011656101348,0.509520149450871,0.143663095958278,0,79643.8878752744,0.0011164,65481090.2533626,1e-04,1,0.151700973510742,332.40438914299,"5_264_1",5,264,1,1842,TRUE,TRUE,4,0.0607530514714483,6,FALSE
